학년도,학기,소속,학과,과목번호,분반,과목명,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,1학기,대학,경영학부(경영학전공),MGT4605,01,무역경영관리,3.0,월 13:30~16:15 [MA106],3.0,손명옥,0000000080,,,,,,,,,,전학년,2-4학년,경영대학(가능),(구) 무역실무,"(구)무역실무, 부제: 무역과 무역금융"
2024 학년도,1학기,대학,경영학부(경영학전공),MGT4616,01,글로벌 혁신 전략,3.0,"화,목 13:30~14:45 [MA202]",3.0,강리브가,0000000080,,,,,,,,,,전학년,2-4학년,경영대학(가능),,
2024 학년도,1학기,대학,경영학부(경영학전공),MGT4701,01,경영영어라이팅,3.0,"월,수 12:00~13:15 [PA201]",3.0,김이권,0000000039,O,,,,,,,,,전학년,3-4학년,경영대학(가능),구 영어비즈니스커뮤니케이션(무역영어),경영1전공자 우선수강
2024 학년도,1학기,대학,경영학부(경영학전공),MGT4718,01,이해관계자자본주의와ESG,3.0,"월,수 12:00~13:15 [PA203]",3.0,박영석,0000000059,,,,,,,,,,전학년,3-4학년,경영대학(가능),,
2024 학년도,1학기,대학,경영학부(경영학전공),MGT4719,01,서비스 공급망관리와 ESG,3.0,"화,목 10:30~11:45 [PA101]",3.0,김민균,0000000070,,,,,,,,,,전학년,2-4학년,경영대학(가능),,
2024 학년도,1학기,대학,경영학부(경영학전공),MGTG109,01,기업지배구조와기업전략,3.0,"화,목 16:30~17:45 [MA204]",3.0,서정일,0000000070,,,,,,,,,,전학년,3-4학년,경영대학(가능),구)MGT4109,"구)MGT4109, 학석사연계과정"
2024 학년도,1학기,대학,경영학부(경영학전공),MGTG310,01,가치평가이론과실무,3.0,"월,수 12:00~13:15 [MA203]",3.0,안성필,0000000048,,,,,,,,,,전학년,2-4학년,경영대학(가능),"구)투자은행업무및국제자본시장의 대체과목, 구)MGT4310","(구)투자은행업무및국제자본시장의 대체과목, (구)MGT4310, 학석사연계과정"
2024 학년도,1학기,대학,경영학부(경영학전공),MGTG315,01,메타버스가상시장과마케팅(캡스톤디자인),3.0,"월,수 16:30~17:45 [PA603]",3.0,정재학,0000000012,,,,,,,,,,전학년,1-4학년,"경영대학,융합소프트웨어연계전공,빅데이터사이언스연계전공,인공지능연계전공(가능)",구) MGT4517,"학석사연계과목, 빅데이터사이언스, 융합소프트, 인공지능연계전공(가능)"
2024 학년도,1학기,대학,경영학부(경영학전공),MGTG505,01,브랜드전략론,3.0,"화,목 15:00~16:15 [MA202]",3.0,전성률,0000000080,,,,,,,,,,전학년,2-4학년,경영대학(가능),구)MGT4505,"(구)MGT4505, 학석사연계과정"
2024 학년도,1학기,대학,국어국문학과,KOR2001,01,국어학입문,3.0,"월,수 12:00~13:15 [J311]",3.0,이지영,0000000045,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR2200,01,국문학개설,3.0,"월,수 10:30~11:45 [J327]",3.0,황윤정,0000000041,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR2201,01,문학이란무엇인가,3.0,"화,목 12:00~13:15 [J327]",3.0,김경수,0000000049,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3004,01,국어형태론,3.0,"화,목 10:30~11:45 [J204]",3.0,황화상,0000000040,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3005,01,국어의미론,3.0,"화,목 16:30~17:45 [J219]",3.0,명정희,0000000053,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3010,01,중세국어강독,3.0,"월,수 16:30~17:45 [J311]",3.0,이지영,0000000026,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3203,01,구비문학론,3.0,"월,수 12:00~13:15 [J217]",3.0,황윤정,0000000032,,,,,,,,,,"2,3,4학년",2-4학년,,구)구술문학론,
2024 학년도,1학기,대학,국어국문학과,KOR3205,01,문장과수사,3.0,"화,목 13:30~14:45 [J104]",3.0,우찬제,0000000020,,,,,,,,,,"2,3,4학년",2-4학년,,,수강인원 20명 제한
2024 학년도,1학기,대학,국어국문학과,KOR3208,01,문학과문화,3.0,"수,금 13:30~14:45 [J204]",3.0,박미란,0000000039,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3214,01,전공진로설계Ⅰ,,,,,0000000004,,,,,,,,,,"2,3,4학년",2-4학년,국어국문학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,국어국문학과,KOR3300,01,고전문학사,3.0,"수,금 15:00~16:15 [J204]",3.0,최지혜,0000000040,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3301,01,고전시텍스트읽기,3.0,"수,금 13:30~14:45 [J209]",3.0,최지혜,0000000022,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3303,01,고전수필론,3.0,"월,수 10:30~11:45 [J325]",3.0,백진우,0000000022,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3405,01,현대시텍스트읽기II,3.0,"화,목 12:00~13:15 [J204]",3.0,박슬기,0000000040,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR3406,01,현대소설텍스트읽기II,3.0,"화,목 15:00~16:15 [J327]",3.0,김경수,0000000037,,,,,,,,,,"2,3,4학년",2-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR4001,01,국어학연습,3.0,"화,목 13:30~14:45 [J106]",3.0,황화상,0000000014,,,,,,,O,,,"3,4학년",3-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KOR4099,01,개별연구논문,3.0,,,박슬기,0000000000,,,O,,,,O,,,"3,4학년",3-4학년,,졸업학점에는 포함되나 전공학점에 포함되지 않음,강의 없음. 졸업 학점에는 포함하나 전공 학점에는 포함하지 않음.
2024 학년도,1학기,대학,국어국문학과,KOR4503,01,디지털인문학강독,3.0,"화,목 15:00~16:15 [J315]",3.0,이정훈,0000000019,,,,,,,,,,"2,3,4학년",3-4학년,,(구)독서와논술,
2024 학년도,1학기,대학,국어국문학과,KOR4504,01,문학과문화콘텐츠,3.0,"수,금 15:00~16:15 [J207]",3.0,박미란,0000000040,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,국어국문학과,KORQ981,01,국어교과교육론,3.0,"월,수 16:30~17:45 [J110]",3.0,주세형,0000000006,,,,,,,,,,"2,3,4학년",3-4학년,,교직이수자만 전공학점으로 인정,
2024 학년도,1학기,대학,화학과,CHM1001,01,일반화학I,3.0,"화,목 10:30~11:45 [K304]",3.0,문봉진,0000000065,,,,,,,,,,전학년,1학년,화학과(1전공 가능),,화학과(1전공 가능)
2024 학년도,1학기,대학,화학과,CHM1001,02,일반화학I,3.0,"화,목 09:00~10:15 [K305]",3.0,신운섭,0000000075,,,,,,,,,,전학년,1학년,화학과(1전공 불가능),,화학과(1전공 불가능)
2024 학년도,1학기,대학,화학과,CHM1001,03,일반화학I,3.0,"화,목 10:30~11:45 [K305]",3.0,신운섭,0000000075,,,,,,,,,,전학년,1학년,화학과(1전공 불가능),,화학과(1전공 불가능)
2024 학년도,1학기,대학,화학과,CHM1001,04,일반화학I,3.0,"화,목 13:30~14:45 [K401]",3.0,서원석,0000000075,,,,,,,,,,전학년,1학년,화학과(1전공 불가능),,화학과(1전공 불가능)
2024 학년도,1학기,대학,화학과,CHM1001,05,일반화학I,3.0,"월,수 12:00~13:15 [K303]",3.0,김창호,0000000073,,,,,,,,,,전학년,1학년,화학과(1전공 불가능),,화학과(1전공 불가능)
2024 학년도,1학기,대학,화학과,CHM1001,06,일반화학I,3.0,"수,금 13:30~14:45 [K304]",3.0,유수련,0000000062,,,,,,,,,,전학년,1학년,화학과(1전공 불가능),,화학과(1전공 불가능)
2024 학년도,1학기,대학,화학과,CHM1051,01,일반화학실험I,1.0,월 13:30~16:15 [R112],3.0,박준우,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,02,일반화학실험I,1.0,월 13:30~16:15 [R114],3.0,신운섭,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,03,일반화학실험I,1.0,월 16:30~19:15 [R112],3.0,동방선,0000000015,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,04,일반화학실험I,1.0,월 16:30~19:15 [R114],3.0,옥강민,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,05,일반화학실험I,1.0,화 13:30~16:15 [R112],3.0,김창호,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,06,일반화학실험I,1.0,화 13:30~16:15 [R114],3.0,신관우,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,07,일반화학실험I,1.0,화 16:30~19:15 [R112],3.0,이원구,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,08,일반화학실험I,1.0,화 16:30~19:15 [R114],3.0,서원석,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,09,일반화학실험I,1.0,수 13:30~16:15 [R112],3.0,서원석,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,10,일반화학실험I,1.0,수 13:30~16:15 [R114],3.0,신관우,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,11,일반화학실험I,1.0,목 13:30~16:15 [R112],3.0,문봉진,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,12,일반화학실험I,1.0,목 13:30~16:15 [R114],3.0,이덕형,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,13,일반화학실험I,1.0,목 16:30~19:15 [R112],3.0,문봉진,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,14,일반화학실험I,1.0,목 16:30~19:15 [R114],3.0,이덕형,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,15,일반화학실험I,1.0,금 13:30~16:15 [R112],3.0,서원석,0000000015,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,16,일반화학실험I,1.0,금 13:30~16:15 [R114],3.0,옥강민,0000000013,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,17,일반화학실험I,1.0,금 16:30~19:15 [R112],3.0,이원구,0000000016,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM1051,18,일반화학실험I,1.0,금 16:30~19:15 [R114],3.0,유수련,0000000014,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,화학과,CHM2101,01,분석화학,3.0,"화,목 10:30~11:45 [K405]",3.0,장지현,0000000064,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,화학과,CHM2151,01,분석화학실험,2.0,월 15:00~18:50 [R115],4.0,장지현,0000000014,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,화학과,CHM2151,02,분석화학실험,2.0,화 15:00~18:50 [R115],4.0,신운섭,0000000013,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,화학과,CHM2151,03,분석화학실험,2.0,목 15:00~18:50 [R115],4.0,장지현,0000000014,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,화학과,CHM2151,04,분석화학실험,2.0,금 15:00~18:50 [R115],4.0,신관우,0000000008,,,,,,,,,,전학년,2학년,,,
2024 학년도,1학기,대학,화학과,CHM2202,01,물리화학II,3.0,"월,수 10:30~11:45 [K405]",3.0,오한빈,0000000043,O,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2231,01,물리화학특론,3.0,"월,수 12:00~13:15 [AS311]",3.0,박준우,0000000019,O,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,화학과,CHM2251,01,물리화학실험I,2.0,월 15:00~18:50 [R119],4.0,오한빈,0000000015,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2251,02,물리화학실험I,2.0,화 15:00~18:50 [R119],4.0,박준우,0000000018,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2251,03,물리화학실험I,2.0,금 15:00~18:50 [R119],4.0,박준우,0000000013,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2301,01,유기화학I,3.0,"화,목 09:00~10:15 [K304]",3.0,문봉진,0000000045,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,,홀수학번
2024 학년도,1학기,대학,화학과,CHM2301,02,유기화학I,3.0,"화,목 09:00~10:15 [K212]",3.0,동방선,0000000046,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,,짝수학번
2024 학년도,1학기,대학,화학과,CHM2303,01,유기화학III,3.0,"화,목 13:30~14:45 [K309]",3.0,동방선,0000000043,O,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2331,01,유기화학특론I,3.0,"수,금 09:00~10:15 [K306]",3.0,이원구,0000000011,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,화학과,CHM2352,01,유기화학실험II,2.0,목 15:00~18:50 [R113],4.0,동방선,0000000016,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,화학과,CHM2401,01,무기화학I,3.0,"수,금 09:00~10:15 [K402]",3.0,옥강민,0000000067,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,화학과,CHM2602,01,생화학II,3.0,"화,목 13:30~14:45 [K404]",3.0,조규봉,0000000019,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,1학기,대학,화학과,CHM2651,01,생화학실험,2.0,월 15:00~18:50 [R117],4.0,조규봉,0000000016,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,화학과,CHM2651,02,생화학실험,2.0,화 15:00~18:50 [R117],4.0,조규봉,0000000016,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,화학과,CHM2651,03,생화학실험,2.0,목 15:00~18:50 [R117],4.0,조규봉,0000000016,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,화학과,CHM3100,01,전공진로설계Ⅰ,,,,,0000000005,,,,,,,,,,"2,3,4학년",2-4학년,화학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,화학과,CHM4051,01,연구프로젝트I,3.0,,,서원석,0000000017,,,,,,,,,,전학년,3-4학년,,,전공학점아님
2024 학년도,1학기,대학,화학과,CHM4053,01,화학인공지능기초,3.0,금 10:30~13:15 [K208],3.0,오한빈,0000000034,,,,,,,,,,전학년,3-4학년,,구)산업기술속화학,
2024 학년도,1학기,대학,화학과,CHMG101,01,고급분석화학,3.0,"화,목 12:00~13:15 [K405]",3.0,장지현,0000000037,O,,,,,,,,,전학년,3-4학년,,"대학원초급과목,구CHM5101",
2024 학년도,1학기,대학,화학과,CHMG301,01,고급유기화학I,3.0,"월,수 10:30~11:45 [K208]",3.0,이덕형,0000000021,,,,,,,,,,전학년,3-4학년,,"대학원초급과목,구CHM5301",
2024 학년도,1학기,대학,화학과,CHMG401,01,고급무기화학,3.0,수 13:30~16:15 [K207],3.0,옥강민,0000000037,O,,,,,,,,,전학년,4학년,,"대학원초급과목,구 CHM5401",
2024 학년도,1학기,대학,인문대학,EDUF982,01,외국어교과논리및논술,3.0,"수,금 15:00~16:15 [J110]",3.0,한소영,0000000007,,,,,,,,,,"3,4학년",1-4학년,,교직이수자만 전공학점으로 인정,
2024 학년도,1학기,대학,자연과학대학,EDUS981,01,과학교과교육론,3.0,수 16:30~19:15 [J323],3.0,이성은,0000000005,,,,,,,,,,"2,3,4학년",1-4학년,,교직이수자만 전공학점으로 인정,교직이수자만 전공과목으로 인정
2024 학년도,1학기,대학,전자공학과,EEE2012,01,전자공학세미나II,1.0,월 13:30~14:45 [K202],1.5,정옥현,0000000113,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE2032,01,창의전자설계,3.0,"월,수 10:30~11:45 [AS111]",3.0,최용,0000000042,,,,,"[1,3,5]",,,,,전학년,1학년,,(구)공학입문설계,"학번이 1,3,5로 끝나는 학생 수강"
2024 학년도,1학기,대학,전자공학과,EEE2032,02,창의전자설계,3.0,"화,목 13:30~14:45 [AS111]",3.0,김상완,0000000040,,,,,"[2,4,6]",,,,,전학년,1학년,,(구)공학입문설계,"학번이 2,4,6으로 끝나는 학생 수강"
2024 학년도,1학기,대학,전자공학과,EEE2032,03,창의전자설계,3.0,"화,목 10:30~11:45 [AS111]",3.0,김상완,0000000040,,,,,"[7,8,9,0]",,,,,전학년,1학년,,(구)공학입문설계,"학번이 7,8,9,0으로 끝나는 학생 수강"
2024 학년도,1학기,대학,전자공학과,EEE2051,01,기초전자공학실험,3.0,월 15:00~19:45 [R708],5.0,홍성완,0000000022,,,,,,,,,,전학년,2학년,,,실험강의: 월 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE2051,02,기초전자공학실험,3.0,화 15:00~19:45 [R708],5.0,소재우,0000000022,,,,,,,,,,전학년,2학년,,,실험강의: 월 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE2051,03,기초전자공학실험,3.0,수 15:00~19:45 [R708],5.0,홍성완,0000000022,,,,,,,,,,전학년,2학년,,,실험강의: 월 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE2051,04,기초전자공학실험,3.0,목 15:00~19:45 [R708],5.0,김홍석,0000000022,,,,,,,,,,전학년,2학년,,,실험강의: 월 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE2051,05,기초전자공학실험,3.0,금 15:00~19:45 [R708],5.0,성원진,0000000017,,,,,,,,,,전학년,2학년,,,실험강의: 월 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE2101,01,전자장론I,3.0,"월,수 12:00~13:15 [AS301]",3.0,"Kim, Youngwook",0000000070,O,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,"(=물리학과 전자기학I, 둘 중 한과목만 학점인정), 선수과목 : STS2006 미적분학II",홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2101,02,전자장론I,3.0,"수,금 09:00~10:15 [AS303]",3.0,이행선,0000000046,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,"(=물리학과 전자기학I, 둘 중 한과목만 학점인정), 선수과목 : STS2006 미적분학II",짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2103,01,고급공학수학I,3.0,"화,목 13:30~14:45 [AS301]",3.0,박형민,0000000063,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,구 전자응용해석I,홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2103,02,고급공학수학I,3.0,"화,목 12:00~13:15 [AS303]",3.0,한준규,0000000067,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,구 전자응용해석I,짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2112,01,회로이론,3.0,"수,금 09:00~10:15 [AS301]",3.0,김광수,0000000059,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,"(구)회로이론II, 선수과목 : EEE2111 기초회로이론",홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2112,02,회로이론,3.0,"월,수 10:30~11:45 [K203]",3.0,"Kim, Youngwook",0000000063,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,"(구)회로이론II, 선수과목 : EEE2111 기초회로이론",짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2135,01,디지털회로설계,3.0,"화,목 10:30~11:45 [K401]",3.0,김영록,0000000077,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,"(=컴퓨터공학과 디지털회로개론, 둘 중 한과목만 학점인정)",홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE2135,02,디지털회로설계,3.0,"화,목 09:00~10:15 [AS303]",3.0,유양모,0000000068,O,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,"(=컴퓨터공학과 디지털회로개론, 둘 중 한과목만 학점인정)",짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3121,01,물리전자공학II,3.0,"화,목 09:00~10:15 [AS301]",3.0,김상완,0000000068,,,,,"[1,3,5,7,9]",,,,,전학년,3학년,,선수과목 : EEE2120 물리전자공학I,홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3121,02,물리전자공학II,3.0,"화,목 10:30~11:45 [K403]",3.0,윤광석,0000000064,,,,,"[2,4,6,8,0]",,,,,전학년,3학년,,선수과목 : EEE2120 물리전자공학I,짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3131,01,전자회로I,3.0,"월,수 12:00~13:15 [K403]",3.0,홍성완,0000000067,O,,,,"[1,3,5,7,9]",,,,,전학년,3학년,,선수과목 : EEE2111 기초회로이론,홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3131,02,전자회로I,3.0,"월,수 10:30~11:45 [K307]",3.0,범진욱,0000000053,,,,,"[2,4,6,8,0]",,,,,전학년,3학년,,선수과목 : EEE2111 기초회로이론,짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3141,01,자동제어개론,3.0,"화,목 12:00~13:15 [K305]",3.0,남창주,0000000057,,,,,"[1,3,5,7,9]",,,,,전학년,3학년,,,홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3141,02,자동제어개론,3.0,"화,목 09:00~10:15 [AS412]",3.0,강석주,0000000041,,,,,"[2,4,6,8,0]",,,,,전학년,3학년,,,짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3148,01,통신공학개론,3.0,"수,금 13:30~14:45 [AS301]",3.0,소재우,0000000049,,,,,,,,,,전학년,3학년,,,
2024 학년도,1학기,대학,전자공학과,EEE3154,01,확률및랜덤변수,3.0,"화,목 13:30~14:45 [K307]",3.0,김영록,0000000050,,,,,"[1,3,5,7,9]",,,,,전학년,3학년,,(구)랜덤프로세스,홀수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3154,02,확률및랜덤변수,3.0,"월,수 12:00~13:15 [AS303]",3.0,성원진,0000000056,O,,,,"[2,4,6,8,0]",,,,,전학년,3학년,,(구)랜덤프로세스,짝수 학번만 수강
2024 학년도,1학기,대학,전자공학과,EEE3163,01,고급디지털회로설계,3.0,"수,금 13:30~14:45 [K402]",3.0,류성주,0000000066,,,,,,,,,,전학년,4학년,,선수과목 : EEE2135 디지털회로설계 또는 CSE3015 디지털회로개론,
2024 학년도,1학기,대학,전자공학과,EEE3181,01,전자회로실험,3.0,월 15:00~19:45 [R712],5.0,윤광석,0000000023,,,,,,,,,,전학년,3학년,,,실험강의: 목 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE3181,02,전자회로실험,3.0,화 15:00~19:45 [R712],5.0,김시현,0000000022,,,,,,,,,,전학년,3학년,,,실험강의: 목 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE3181,03,전자회로실험,3.0,수 15:00~19:45 [R712],5.0,김시현,0000000022,,,,,,,,,,전학년,3학년,,,실험강의: 목 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE3181,04,전자회로실험,3.0,목 15:00~19:45 [R712],5.0,박형민,0000000022,,,,,,,,,,전학년,3학년,,,실험강의: 목 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE3181,05,전자회로실험,3.0,금 15:00~19:45 [R712],5.0,김상완,0000000022,,,,,,,,,,전학년,3학년,,,실험강의: 목 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE4147,01,센서및마이크로시스템,3.0,"화,목 13:30~14:45 [K306]",3.0,윤광석,0000000033,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE4162,01,반도체집적회로해석및설계,3.0,"월,수 12:00~13:15 [K402]",3.0,박병하,0000000073,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE4165,01,디지털영상처리개론,3.0,"화,목 10:30~11:45 [RA408]",3.0,김경환,0000000029,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE4167,01,마이크로프로세서개론,3.0,"화,목 12:00~13:15 [K212]",3.0,김경환,0000000041,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE4171,01,인공지능통신,3.0,"월,수 10:30~11:45 [AS305]",3.0,김홍석,0000000041,,,,,,,,,,전학년,4학년,,(구)데이터통신시스템,
2024 학년도,1학기,대학,전자공학과,EEE4173,01,마이크로파공학,3.0,"수,금 13:30~14:45 [AS305]",3.0,이행선,0000000007,,,,,,,,,,전학년,3-4학년,,(구)초고주파공학,
2024 학년도,1학기,대학,전자공학과,EEE4183,01,마이크로프로세서응용실험,2.0,월 15:00~18:50 [R714],4.0,김경환,0000000015,,,,,,,,,,전학년,4학년,,,실험강의: 화 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE4183,02,마이크로프로세서응용실험,2.0,화 15:00~18:50 [R714],4.0,김경환,0000000018,,,,,,,,,,전학년,4학년,,,실험강의: 화 19:00~20:30
2024 학년도,1학기,대학,전자공학과,EEE4185,01,디자인프로젝트(캡스톤디자인),3.0,토 09:00~11:45 [AS414],3.0,김영록,0000000016,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,전자공학과,EEE4190,01,반도체 툴 및 설계실습,,토 13:30~14:20 [AS414],1.0,윤광석,0000000060,,,,,,,,,,전학년,4학년,,,"S/U과목, 교육시간 별도 공지"
2024 학년도,1학기,대학,전자공학과,EEEG273,01,나노반도체소자공정실무와특허사례(캡스톤디자인),3.0,월 13:30~16:15 [R404],3.0,윤규한,0000000082,,,,,,,,,,전학년,4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL2002,01,정치학개론,3.0,"월,수 10:30~11:45 [D202]",3.0,하상응,0000000094,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,정치외교학과,POL2002,02,정치학개론,3.0,금 10:30~13:15 [D301],3.0,김태심,0000000061,,,,,,,,,,전학년,1학년,,,
2024 학년도,1학기,대학,정치외교학과,POL2004,01,사회과학 데이터 분석의 기초,3.0,"화,목 13:30~14:45 [D302]",3.0,송병권,0000000021,O,,,,,,,,,전학년,1-4학년,,구)연구방법론,
2024 학년도,1학기,대학,정치외교학과,POL3050,01,전공진로설계Ⅰ,,,,송병권,0000000002,,,,,,,,,,"2,3,4학년",2-4학년,정치외교학과(1전공 가능),,제1전공자만 가능
2024 학년도,1학기,대학,정치외교학과,POL3050,02,전공진로설계Ⅰ,,,,이근욱,0000000000,,,O,,,,,,,,2-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3061,01,한국정치사,3.0,"화,목 09:00~10:15 [D302]",3.0,전재호,0000000039,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3080,01,현대북한의정치,3.0,"월,수 12:00~13:15 [D402]",3.0,정영철,0000000036,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,1학기,대학,정치외교학과,POL3108,01,근대정치사상,3.0,월 13:30~16:15 [D303B],3.0,박진곤,0000000019,,,,,,,,,,전학년,1-4학년,,,부제: 정체성의 정치
